time,base_time,time_offset,be_pwv,qc_be_pwv,be_lwp,qc_be_lwp,be_retrieval_status,cloud_base_height,qc_cloud_base_height,cloud_temp,qc_cloud_temp,surface_temp,qc_surface_temp,surface_vapor_pres,qc_surface_vapor_pres,surface_pres,qc_surface_pres,surface_rh,qc_surface_rh,tbsky23,qc_tbsky23,tbsky31,qc_tbsky31,orig_pwv,qc_orig_pwv,orig_lwp,qc_orig_lwp,tbsky23_nobias,tbsky31_nobias,stat2_pwv,qc_stat2_pwv,stat2_pwv_uncertainty,stat2_lwp,qc_stat2_lwp,stat2_lwp_uncertainty,stat2_tliq_status,tbsky23_calculated,qc_tbsky23_calculated,tbsky31_calculated,qc_tbsky31_calculated,phys_pwv,qc_phys_pwv,phys_pwv_uncertainty,qc_phys_pwv_uncertainty,phys_lwp,qc_phys_lwp,phys_lwp_uncertainty,qc_phys_lwp_uncertainty,phys_niter,qc_phys_niter,phys_rms,qc_phys_rms,phys_converge,qc_phys_converge,sonde_launch_status,sonde_pwv,qc_sonde_pwv,mean_pwv_mwr,sdev_pwv_mwr,num_pwv_mwr,mean_lwp_mwr,sdev_lwp_mwr,num_lwp_mwr,mean_tbsky23_mwr,qc_mean_tbsky23_mwr,sdev_tbsky23_mwr,qc_sdev_tbsky23_mwr,num_tbsky23_mwr,mean_tbsky31_mwr,qc_mean_tbsky31_mwr,sdev_tbsky31_mwr,qc_sdev_tbsky31_mwr,num_tbsky31_mwr,lat,lon,alt
2020-02-04 00:00:00,2020-02-04 00:00:00,2020-02-04 00:00:00,0.4816564,0,77.90463,0,1,1.26,0,248.63232,0,272.498,0,0.366,0,99.75,0,63.480003,0,16.80728,0,17.428883,0,0.454,0,93.0,0,17.35528,17.818968,0.46955675,0,0.027821338,87.363686,0,5.417963,0,14.739846,0,12.906866,0,0.4816564,0,0.030693231,0,77.90463,0,5.308263,0,3.0,0,0.0004626687,0,0.00010241568,0,0,,1,0.4057501,0.02305897,60,8.166665,14.20452,60,13.082223,0,0.722076,0,60,12.286407,0,0.8793334,0,60,69.14128,15.684167,2.0
2020-02-04 00:00:40,2020-02-04 00:00:00,2020-02-04 00:00:40,0.49832523,0,35.647324,0,1,1.3,0,246.12967,0,272.56668,0,0.37133333,0,99.75,0,64.100006,0,15.210336,0,14.736438,0,0.46,0,47.0,0,15.758336,15.126523,0.473661,0,0.027595524,47.242374,0,4.7542334,0,14.7374325,0,12.905922,0,0.49832523,0,0.03095082,0,35.647324,0,5.217996,0,3.0,0,2.4546694e-05,0,0.00018988177,0,0,,1,0.40562913,0.022974849,62,8.12903,13.975958,62,13.0789995,0,0.71116126,0,62,12.282812,0,0.86507183,0,62,69.14128,15.684167,2.0
2020-02-04 00:01:00,2020-02-04 00:00:00,2020-02-04 00:01:00,0.46823034,0,17.889723,0,1,1.32,0,245.78743,0,272.601,0,0.374,0,99.75,0,64.41,0,14.005482,0,13.36558,0,0.426,0,25.0,0,14.553482,13.755665,0.43868083,0,0.027448136,30.655767,0,4.600696,0,14.736195,0,12.905482,0,0.46823034,0,0.030888688,0,17.889723,0,5.1856527,0,3.0,0,2.2967519e-05,0,0.00015407242,0,0,,1,0.4058731,0.022870954,63,8.047618,13.877838,63,13.079282,0,0.70540637,0,63,12.278704,0,0.85868627,0,63,69.14128,15.684167,2.0
2020-02-04 00:01:20,2020-02-04 00:00:00,2020-02-04 00:01:20,0.47952256,0,5.1414423,0,1,1.27,0,243.94397,0,272.63434,0,0.37733334,0,99.75,0,64.810005,0,13.5676,0,12.543029,0,0.432,0,11.0,0,14.115601,12.933114,0.44436985,0,0.027380392,18.692392,0,4.437217,0,14.734966,0,12.904991,0,0.47952256,0,0.031075966,0,5.1414423,0,5.117152,0,3.0,0,4.909339e-06,0,9.124866e-05,0,0,,1,0.40615633,0.022801574,64,7.9843736,13.776554,64,13.080628,0,0.69986826,0,64,12.275495,0,0.8522311,0,64,69.14128,15.684167,2.0
2020-02-04 00:01:40,2020-02-04 00:00:00,2020-02-04 00:01:40,0.46195123,0,3.6252832,0,1,1.28,0,244.47142,0,272.66766,0,0.38066667,0,99.75,0,65.21,0,13.264247,0,12.345885,0,0.416,0,8.0,0,13.812247,12.7359705,0.42711687,0,0.027341332,17.265827,0,4.45394,0,14.733772,0,12.904463,0,0.46195123,0,0.030977938,0,3.6252832,0,5.1279206,0,3.0,0,2.4546694e-05,0,8.4322644e-05,0,0,,1,0.40664622,0.022964941,65,7.9692287,13.6690445,65,13.086247,0,0.6958555,0,65,12.275512,0,0.8455468,0,65,69.14128,15.684167,2.0
2020-02-04 00:02:00,2020-02-04 00:00:00,2020-02-04 00:02:00,0.4633748,0,5.371535,0,1,1.27,0,246.47568,0,272.701,0,0.384,0,99.75,0,65.61,0,13.358671,0,12.469108,0,0.417,0,10.0,0,13.906672,12.859193,0.4288842,0,0.027343463,19.324028,0,4.568877,0,14.732534,0,12.904011,0,0.4633748,0,0.03081259,0,5.371535,0,5.2098517,0,3.0,0,3.3858796e-05,0,8.4578525e-05,0,0,,1,0.40675762,0.022805575,66,7.954544,13.564014,66,13.087143,0,0.69052047,0,66,12.274751,0,0.8390404,0,66,69.14128,15.684167,2.0
2020-02-04 00:02:20,2020-02-04 00:00:00,2020-02-04 00:02:20,0.47280473,0,3.5883496,0,1,1.28,0,245.74347,0,272.6953,0,0.38133332,0,99.746666,0,65.153336,0,13.401618,0,12.395186,0,0.427,0,9.0,0,13.949618,12.785272,0.4371229,0,0.027350396,17.64075,0,4.522764,0,14.731297,0,12.903549,0,0.47280473,0,0.030900832,0,3.5883496,0,5.182294,0,3.0,0,4.522669e-05,0,6.53225e-05,0,0,,1,0.40704483,0.02275391,67,7.940297,13.4613695,67,13.090289,0,0.68575275,0,67,12.274765,0,0.8326595,0,67,69.14128,15.684167,2.0
2020-02-04 00:02:40,2020-02-04 00:00:00,2020-02-04 00:02:40,0.43036112,0,1.5852063,0,1,1.28,0,243.32985,0,272.68967,0,0.37866667,0,99.74333,0,64.69666,0,12.754838,0,12.043993,0,0.388,0,5.0,0,13.302838,12.434078,0.39667693,0,0.027293552,14.953263,0,4.384926,0,14.730061,0,12.903091,0,0.43036112,0,0.031024218,0,1.5852063,0,5.069185,0,3.0,0,2.8048404e-05,0,4.6178e-05,0,0,,1,0.40719122,0.022615714,68,7.941175,13.360538,68,13.09211,0,0.6807817,0,68,12.275186,0,0.8264298,0,68,69.14128,15.684167,2.0
2020-02-04 00:03:00,2020-02-04 00:00:00,2020-02-04 00:03:00,0.4265075,0,-0.21374947,0,1,3.91,0,243.41179,0,272.684,0,0.376,0,99.74,0,64.24,0,12.617467,0,11.89612,0,0.383,0,2.0,0,13.165467,12.286205,0.3922755,0,0.027285108,13.347569,0,4.3834753,0,14.728823,0,12.902612,0,0.4265075,0,0.03099302,0,-0.21374947,0,5.0637274,0,3.0,0,2.352504e-05,0,4.066703e-05,0,0,,1,0.40739134,0.022510272,69,7.942028,13.261937,69,13.095093,0,0.6762113,0,69,12.27631,0,0.82038337,0,69,69.14128,15.684167,2.0
2020-02-04 00:03:20,2020-02-04 00:00:00,2020-02-04 00:03:20,0.44223663,0,-0.6339413,0,1,3.9,0,243.49712,0,272.658,0,0.36999997,0,99.74333,0,63.346664,0,12.803471,0,11.945421,0,0.396,0,3.0000002,0,13.351471,12.335506,0.40693402,0,0.027315658,13.161472,0,4.3916726,0,14.727631,0,12.902142,0,0.44223663,0,0.031022314,0,-0.6339413,0,5.071193,0,3.0,0,5.0970302e-05,0,4.102307e-05,0,0,,1,0.4075286,0.022376051,70,7.92857,13.165964,70,13.096709,0,0.6714296,0,70,12.276301,0,0.814417,0,70,69.14128,15.684167,2.0
2020-02-04 00:03:40,2020-02-04 00:00:00,2020-02-04 00:03:40,0.42899033,0,-1.4243886,0,1,3.9,0,243.52791,0,272.632,0,0.36400002,0,99.746666,0,62.45333,0,12.591699,0,11.822199,0,0.385,0,1.0,0,13.139699,12.212284,0.39425787,0,0.027309531,12.38469,0,4.3915796,0,14.726393,0,12.901638,0,0.42899033,0,0.030992908,0,-1.4243886,0,5.0671177,0,3.0,0,2.0553838e-05,0,2.1705637e-05,0,0,,1,0.4078592,0.022389602,71,7.9014072,13.073589,71,13.100255,0,0.6672855,0,71,12.275945,0,0.80858433,0,71,69.14128,15.684167,2.0
2020-02-04 00:04:00,2020-02-04 00:00:00,2020-02-04 00:04:00,0.40438044,0,0.9994023,0,1,3.91,0,243.43616,0,272.606,0,0.358,0,99.75,0,61.559998,0,12.385642,0,11.8715,0,0.364,0,4.0,0,12.933642,12.261585,0.37233582,0,0.027307246,14.400292,0,4.3942885,0,14.725189,0,12.901159,0,0.40438044,0,0.030952953,0,0.9994023,0,5.0577397,0,3.0,0,4.320576e-05,0,3.4802826e-05,0,0,,1,0.40819448,0.022412676,72,7.8333325,12.994036,72,13.10239,0,0.6628175,0,72,12.273146,0,0.8032211,0,72,69.14128,15.684167,2.0
2020-02-04 00:04:20,2020-02-04 00:00:00,2020-02-04 00:04:20,0.41208285,0,0.8015683,0,1,3.9,0,243.42194,0,272.60098,0,0.35433334,0,99.75,0,60.976665,0,12.477222,0,11.89612,0,0.37,0,4.0,0,13.025223,12.286205,0.37952656,0,0.02732411,14.315185,0,4.3960886,0,14.723942,0,12.900673,0,0.41208285,0,0.030975863,0,0.8015683,0,5.0611024,0,3.0,0,2.5195779e-05,0,3.1030446e-05,0,0,,1,0.40876716,0.022787984,73,7.8082185,12.905274,73,13.109318,0,0.6608538,0,73,12.273869,0,0.79764766,0,73,69.14128,15.684167,2.0
2020-02-04 00:04:40,2020-02-04 00:00:00,2020-02-04 00:04:40,0.42705575,0,-3.7452886,0,1,3.91,0,243.4701,0,272.596,0,0.35066667,0,99.75,0,60.393333,0,12.454358,0,11.646586,0,0.382,0,-1.0,0,13.002358,12.036672,0.3915961,0,0.027325055,10.365207,0,4.3875732,0,14.722769,0,12.900215,0,0.42705575,0,0.030978305,0,-3.7452886,0,5.0646777,0,3.0,0,2.4740451e-05,0,1.8577324e-05,0,0,,1,0.40902707,0.022741532,74,7.7297287,12.83435,74,13.110141,0,0.65634996,0,74,12.270159,0,0.79280806,0,74,69.14128,15.684167,2.0
2020-02-04 00:05:00,2020-02-04 00:00:00,2020-02-04 00:05:00,0.43518725,0,-5.0076213,0,1,3.96,0,243.44118,0,272.591,0,0.347,0,99.75,0,59.81,0,12.500118,0,11.597285,0,0.39,0,-3.0000002,0,13.048119,11.9873705,0.39871487,0,0.027335938,9.31688,0,4.3853493,0,14.721534,0,12.899712,0,0.43518725,0,0.031005604,0,-5.0076213,0,5.067475,0,3.0,0,2.3841858e-05,0,2.8139912e-06,0,0,,1,0.4094267,0.022850974,75,7.666666,12.7590275,75,13.112952,0,0.6523549,0,75,12.267445,0,0.78778386,0,75,69.14128,15.684167,2.0
2020-02-04 00:05:20,2020-02-04 00:00:00,2020-02-04 00:05:20,0.43869948,0,-3.5342357,0,1,3.92,0,243.5135,0,272.58768,0,0.34600002,0,99.753334,0,59.673332,0,12.617467,0,11.720508,0,0.395,0,-1.0,0,13.165467,12.110593,0.40269822,0,0.02735126,10.696438,0,4.3938675,0,14.720309,0,12.899225,0,0.43869948,0,0.031012353,0,-3.5342357,0,5.0729194,0,3.0,0,1.0662403e-05,0,8.4405765e-06,0,0,,1,0.40938163,0.022701524,76,7.6447353,12.675121,76,13.111712,0,0.6480816,0,76,12.266099,0,0.7826023,0,76,69.14128,15.684167,2.0
2020-02-04 00:05:40,2020-02-04 00:00:00,2020-02-04 00:05:40,0.42043224,0,-0.51928246,0,1,3.97,0,243.49532,0,272.58432,0,0.345,0,99.75667,0,59.53667,0,12.523013,0,11.8437605,0,0.382,0,2.0,0,13.071013,12.233846,0.38689765,0,0.027346682,13.272796,0,4.400454,0,14.719095,0,12.898792,0,0.42043224,0,0.030978404,0,-0.51928246,0,5.0658283,0,3.0,0,2.6446198e-05,0,2.9670366e-05,0,0,,1,0.4093637,0.022552226,77,7.5844145,12.602575,77,13.1096115,0,0.64406747,0,77,12.262867,0,0.77795357,0,77,69.14128,15.684167,2.0
2020-02-04 00:06:00,2020-02-04 00:00:00,2020-02-04 00:06:00,0.41735044,0,-1.6400146,0,1,4.16,0,243.52792,0,272.581,0,0.344,0,99.76,0,59.400005,0,12.428559,0,11.748247,0,0.378,0,1.0,0,12.97656,12.138332,0.38352004,0,0.02733835,12.239751,0,4.398448,0,14.717838,0,12.898318,0,0.41735044,0,0.030975098,0,-1.6400146,0,5.0654526,0,3.0,0,1.4032305e-05,0,1.5351456e-05,0,0,,1,0.40914106,0.022491397,78,7.5769224,12.52065,78,13.106648,0,0.6404067,0,78,12.261615,0,0.7729645,0,78,69.14128,15.684167,2.0
2020-02-04 00:06:20,2020-02-04 00:00:00,2020-02-04 00:06:20,0.40610105,0,-0.89070815,0,1,3.91,0,243.48291,0,272.58066,0,0.34466666,0,99.75667,0,59.486668,0,12.3169565,0,11.745189,0,0.369,0,1.0,0,12.864957,12.135274,0.37326708,0,0.027327651,12.819022,0,4.3966055,0,14.716615,0,12.897791,0,0.40610105,0,0.03095791,0,-0.89070815,0,5.0615764,0,3.0,0,1.3637876e-05,0,2.0438107e-05,0,0,,1,0.40931648,0.022401093,79,7.5189867,12.450787,79,13.107297,0,0.63631445,0,79,12.259146,0,0.768307,0,79,69.14128,15.684167,2.0
2020-02-04 00:06:40,2020-02-04 00:00:00,2020-02-04 00:06:40,0.41617206,0,-1.2507519,0,1,4.18,0,242.71823,0,272.58032,0,0.3453333,0,99.753334,0,59.573334,0,12.431433,0,11.769809,0,0.378,0,1.0,0,12.979433,12.159894,0.38254175,0,0.027337145,12.435548,0,4.360008,0,14.715358,0,12.8973465,0,0.41617206,0,0.031067364,0,-1.2507519,0,5.0581326,0,3.0,0,2.8808226e-05,0,8.318806e-06,0,0,,1,0.40956253,0.022367386,80,7.45,12.387113,80,13.108119,0,0.632317,0,80,12.2558155,0,0.7640099,0,80,69.14128,15.684167,2.0
2020-02-04 00:07:00,2020-02-04 00:00:00,2020-02-04 00:07:00,0.39590418,0,2.2750666,0,1,4.16,0,242.4093,0,272.58,0,0.346,0,99.75,0,59.66,0,12.336978,0,11.92074,0,0.36,0,5.0,0,12.884978,12.310825,0.36514512,0,0.027332405,15.383623,0,4.3539824,0,14.714176,0,12.896843,0,0.39590418,0,0.031056331,0,2.2750666,0,5.0471215,0,3.0,0,2.7142047e-05,0,3.6546262e-05,0,0,,1,0.40965435,0.022242503,81,7.4197526,12.312458,81,13.108451,0,0.62835985,0,81,12.254696,0,0.7592867,0,81,69.14128,15.684167,2.0
2020-02-04 00:07:20,2020-02-04 00:00:00,2020-02-04 00:07:20,0.4228803,0,-0.6471418,0,1,3.95,0,242.7354,0,272.57898,0,0.34633332,0,99.75,0,59.74,0,12.548781,0,11.846819,0,0.383,0,2.0,0,13.096782,12.236904,0.3891136,0,0.027345896,13.033335,0,4.36329,0,14.712975,0,12.896381,0,0.4228803,0,0.031072672,0,-0.6471418,0,5.05969,0,3.0,0,1.0977616e-05,0,2.6354915e-05,0,0,,1,0.40996343,0.02228128,82,7.3902435,12.239134,82,13.111487,0,0.6250741,0,82,12.253786,0,0.75463015,0,82,69.14128,15.684167,2.0
2020-02-04 00:07:40,2020-02-04 00:00:00,2020-02-04 00:07:40,0.42728478,0,0.46420008,0,1,4.09,0,243.21472,0,272.578,0,0.34666666,0,99.75,0,59.820004,0,12.660384,0,11.94848,0,0.387,0,4.0,0,13.2083845,12.338565,0.39375815,0,0.027358469,14.160045,0,4.3902707,0,14.711752,0,12.895918,0,0.42728478,0,0.03102904,0,0.46420008,0,5.0672126,0,3.0,0,1.2953832e-05,0,3.597539e-05,0,0,,1,0.41042176,0.022535132,83,7.3373494,12.173822,83,13.116046,0,0.6226379,0,83,12.252601,0,0.75009245,0,83,69.14128,15.684167,2.0
2020-02-04 00:08:00,2020-02-04 00:00:00,2020-02-04 00:08:00,0.46081555,0,-3.3693116,0,1,4.1,0,243.27762,0,272.577,0,0.347,0,99.75,0,59.900005,0,12.915104,0,11.8437605,0,0.416,0,0.0,0,13.463104,12.233846,0.42351085,0,0.027377248,10.9870615,0,4.385635,0,14.710476,0,12.895415,0,0.46081555,0,0.031078469,0,-3.3693116,0,5.077168,0,3.0,0,3.108598e-05,0,1.5600817e-05,0,0,,1,0.41050002,0.022410464,84,7.3214283,12.10114,84,13.116808,0,0.61891514,0,84,12.251914,0,0.7455865,0,84,69.14128,15.684167,2.0
2020-02-04 00:08:20,2020-02-04 00:00:00,2020-02-04 00:08:20,0.4177423,0,2.1743817,0,1,4.18,0,243.55139,0,272.58032,0,0.34866667,0,99.75,0,60.15,0,12.617467,0,12.022431,0,0.378,0,5.0,0,13.165467,12.412517,0.38551983,0,0.027350869,15.67974,0,4.4100995,0,14.709265,0,12.894947,0,0.4177423,0,0.030977396,0,2.1743817,0,5.0677595,0,3.0,0,1.956776e-05,0,4.054187e-05,0,0,,1,0.4105883,0.022291515,85,7.305882,12.029751,85,13.117931,0,0.6153073,0,85,12.251359,0,0.741153,0,85,69.14128,15.684167,2.0
2020-02-04 00:08:40,2020-02-04 00:00:00,2020-02-04 00:08:40,0.43528935,0,-1.1783648,0,1,3.96,0,243.4084,0,272.58368,0,0.35033333,0,99.75,0,60.4,0,12.686152,0,11.8715,0,0.393,0,2.0,0,13.234153,12.261585,0.40048742,0,0.027350232,12.747161,0,4.393685,0,14.708072,0,12.894503,0,0.43528935,0,0.031023325,0,-1.1783648,0,5.071809,0,3.0,0,1.7803339e-05,0,2.2799824e-05,0,0,,1,0.4108489,0.022291396,86,7.290697,11.959607,86,13.12105,0,0.6123602,0,86,12.250977,0,0.736789,0,86,69.14128,15.684167,2.0
2020-02-04 00:09:00,2020-02-04 00:00:00,2020-02-04 00:09:00,0.42907134,0,0.9853777,0,1,3.92,0,243.161,0,272.587,0,0.352,0,99.75,0,60.65,0,12.709017,0,11.994692,0,0.387,0,4.0,0,13.257017,12.384777,0.39560753,0,0.027351523,14.586642,0,4.387514,0,14.70685,0,12.893999,0,0.42907134,0,0.031041337,0,0.9853777,0,5.066678,0,3.0,0,3.1744607e-05,0,3.54317e-05,0,0,,1,0.41093102,0.022174675,87,7.252873,11.8951,87,13.121183,0,0.6087909,0,87,12.249372,0,0.7326459,0,87,69.14128,15.684167,2.0
