time,base_time,time_offset,be_pwv,qc_be_pwv,be_lwp,qc_be_lwp,be_retrieval_status,cloud_base_height,qc_cloud_base_height,cloud_temp,qc_cloud_temp,surface_temp,qc_surface_temp,surface_vapor_pres,qc_surface_vapor_pres,surface_pres,qc_surface_pres,surface_rh,qc_surface_rh,tbsky23,qc_tbsky23,tbsky31,qc_tbsky31,orig_pwv,qc_orig_pwv,orig_lwp,qc_orig_lwp,tbsky23_nobias,tbsky31_nobias,stat2_pwv,qc_stat2_pwv,stat2_pwv_uncertainty,stat2_lwp,qc_stat2_lwp,stat2_lwp_uncertainty,stat2_tliq_status,tbsky23_calculated,qc_tbsky23_calculated,tbsky31_calculated,qc_tbsky31_calculated,phys_pwv,qc_phys_pwv,phys_pwv_uncertainty,qc_phys_pwv_uncertainty,phys_lwp,qc_phys_lwp,phys_lwp_uncertainty,qc_phys_lwp_uncertainty,phys_niter,qc_phys_niter,phys_rms,qc_phys_rms,phys_converge,qc_phys_converge,sonde_launch_status,sonde_pwv,qc_sonde_pwv,mean_pwv_mwr,sdev_pwv_mwr,num_pwv_mwr,mean_lwp_mwr,sdev_lwp_mwr,num_lwp_mwr,mean_tbsky23_mwr,qc_mean_tbsky23_mwr,sdev_tbsky23_mwr,qc_sdev_tbsky23_mwr,num_tbsky23_mwr,mean_tbsky31_mwr,qc_mean_tbsky31_mwr,sdev_tbsky31_mwr,qc_sdev_tbsky31_mwr,num_tbsky31_mwr,lat,lon,alt
2020-01-26 00:00:26,2020-01-26 00:00:00,2020-01-26 00:00:26,,1,,1,1,,2,230.0,3,269.96768,0,0.34416667,0,100.12434,0,73.965996,0,10.314143,0,11.483399,0,0.213,0,8.0,0,10.8621435,11.855149,0.2044365,2,0.027303878,16.011124,2,3.9241774,1,10.445396,0,11.41248,0,0.23272721,2,0.029386722,0,6.85628,2,6.7951646,0,3.0,0,2.7125287e-05,0,2.2494234e-05,0,0,,1,0.2223061,0.011687251,49,3.1632662,1.6998401,49,10.249673,0,0.13306285,0,49,11.257052,0,0.08813838,0,49,69.14128,15.684167,2.0
2020-01-26 00:00:45,2020-01-26 00:00:00,2020-01-26 00:00:45,,1,,1,1,,2,268.1237,1,270.01425,0,0.34575,0,100.127495,0,74.079994,0,10.382706,0,11.43419,0,0.221,0,6.9999995,0,10.930706,11.80594,0.21360111,2,0.027301202,26.12447,2,6.515573,0,10.4456215,0,11.412594,0,0.24259496,2,0.029466132,0,4.8558364,2,6.725888,0,3.0,0,1.8344292e-05,0,7.1688555e-06,0,0,,1,0.22207998,0.011677364,50,3.1400008,1.6904291,50,10.244381,0,0.13691117,0,50,11.255584,0,0.08785082,0,50,69.14128,15.684167,2.0
2020-01-26 00:01:15,2020-01-26 00:00:00,2020-01-26 00:01:15,,1,,1,1,,2,230.0,3,270.063,0,0.347,0,100.1275,0,74.055,0,10.174112,0,11.135998,0,0.22,0,2.0,0,10.722113,11.507748,0.21116333,2,0.027267555,11.593764,2,3.9143915,1,10.445938,0,11.412779,0,0.2397511,2,0.029422177,0,-0.44455388,2,6.802568,0,3.0,0,1.5078915e-05,0,3.777881e-06,0,0,,1,0.22209801,0.011560718,51,3.078432,1.7302384,51,10.241594,0,0.1369889,0,51,11.252725,0,0.089330874,0,51,69.14128,15.684167,2.0
2020-01-26 00:01:34,2020-01-26 00:00:00,2020-01-26 00:01:34,,1,,1,1,,2,230.0,3,270.0782,0,0.347,0,100.12434,0,73.90934,0,10.196978,0,11.160587,0,0.221,0,2.0,0,10.744978,11.532337,0.21188211,2,0.027270466,11.850533,2,3.9149997,1,10.446101,0,11.412819,0,0.24055554,2,0.029422523,0,-0.061185632,2,6.802873,0,3.0,0,2.845084e-05,0,4.467489e-06,0,0,,1,0.22224997,0.011499147,52,3.0192316,1.7655797,52,10.241991,0,0.13566947,0,52,11.250922,0,0.08940055,0,52,69.14128,15.684167,2.0
2020-01-26 00:02:05,2020-01-26 00:00:00,2020-01-26 00:02:05,,1,,1,1,,2,230.0,3,270.10492,0,0.347,0,100.12,0,73.68166,0,10.074265,0,11.3017845,0,0.203,0,5.0,0,10.622265,11.673534,0.19241735,2,0.027267197,14.584154,2,3.9189675,1,10.44648,0,11.413013,0,0.21961543,2,0.029371444,0,4.7468333,2,6.7878585,0,3.0,0,1.34869915e-05,0,6.7786314e-06,0,0,,1,0.22232072,0.011399685,53,2.962265,1.7970303,53,10.240739,0,0.13466807,0,53,11.24826,0,0.090633355,0,53,69.14128,15.684167,2.0
2020-01-26 00:02:24,2020-01-26 00:00:00,2020-01-26 00:02:24,,1,,1,1,,2,230.0,3,270.1274,0,0.347,0,100.12,0,73.574,0,9.959972,0,11.178837,0,0.2,0,3.0000002,0,10.507973,11.550587,0.1887926,2,0.027250737,13.363492,2,3.9159553,1,10.446678,0,11.413162,0,0.21558775,2,0.029364659,0,2.826477,2,6.784747,0,3.0,0,6.7434958e-06,0,1.3608951e-06,0,0,,1,0.22205552,0.0114585655,54,2.9629638,1.7800039,54,10.236709,0,0.1366382,0,54,11.247973,0,0.08979899,0,54,69.14128,15.684167,2.0
2020-01-26 00:02:54,2020-01-26 00:00:00,2020-01-26 00:02:54,,1,,1,1,,2,230.0,3,270.1629,0,0.347,0,100.12,0,73.404,0,10.119964,0,11.277195,0,0.207,0,5.0,0,10.667964,11.648945,0.19804111,2,0.02726459,13.999247,2,3.9177523,1,10.447004,0,11.413307,0,0.22570324,2,0.029385246,0,3.65941,2,6.790528,0,3.0,0,2.6377329e-05,0,3.520865e-06,0,0,,1,0.22189088,0.011417454,55,2.9272735,1.7831984,55,10.232826,0,0.13839585,0,55,11.246356,0,0.08976889,0,55,69.14128,15.684167,2.0
2020-01-26 00:03:13,2020-01-26 00:00:00,2020-01-26 00:03:13,,1,,1,1,,2,230.0,3,270.1689,0,0.34656668,0,100.12,0,73.27901,0,10.165692,0,11.228016,0,0.213,0,4.0,0,10.713693,11.599766,0.20509072,2,0.02726978,13.0441475,2,3.9170828,1,10.447189,0,11.413351,0,0.23329991,2,0.029402614,0,1.9532503,2,6.796509,0,3.0,0,1.96605e-05,0,6.80401e-06,0,0,,1,0.22189283,0.01131319,56,2.910715,1.7712529,56,10.231583,0,0.13744704,0,56,11.245674,0,0.08909523,0,56,69.14128,15.684167,2.0
2020-01-26 00:03:44,2020-01-26 00:00:00,2020-01-26 00:03:44,,1,,1,1,,2,230.0,3,270.16635,0,0.34553334,0,100.12,0,73.062004,0,10.297302,0,10.966485,0,0.24,0,-2.0,0,10.845303,11.338235,0.23222212,2,0.027273243,8.519616,2,3.9112499,1,10.447542,0,11.413529,0,0.26246884,2,0.029468618,0,-5.983536,2,6.8177953,0,3.0,0,1.7192608e-05,0,1.3873912e-05,0,0,,1,0.2219298,0.0112152,57,2.9298246,1.7612863,57,10.232402,0,0.13635452,0,57,11.247338,0,0.0891849,0,57,69.14128,15.684167,2.0
2020-01-26 00:04:03,2020-01-26 00:00:00,2020-01-26 00:04:03,,1,,1,1,,2,230.0,3,270.16666,0,0.345,0,100.12,0,72.9375,0,10.483031,0,11.092521,0,0.249,0,0.0,0,11.031032,11.464271,0.24233595,2,0.02729326,9.42598,2,3.9142725,1,10.447706,0,11.413614,0,0.2735485,2,0.029486952,0,-4.7374783,2,6.8249583,0,3.0,0,9.536743e-06,0,2.865214e-06,0,0,,1,0.22172412,0.011226211,58,2.9310346,1.7457924,58,10.229858,0,0.13653405,0,58,11.247672,0,0.088435784,0,58,69.14128,15.684167,2.0
